Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR14734175,302,17171746878,PRJEB21343,SAMEA117805523,ERX14135600,HiSeq X Ten,DN490206R:D4,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14734176,302,15245394578,PRJEB21343,SAMEA117805524,ERX14135601,HiSeq X Ten,DN490206R:E4,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14734177,302,14505264152,PRJEB21343,SAMEA117805525,ERX14135602,HiSeq X Ten,DN490206R:F4,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14734178,302,15608259356,PRJEB21343,SAMEA117805526,ERX14135603,HiSeq X Ten,DN490206R:G4,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14734179,302,13520854080,PRJEB21343,SAMEA117805527,ERX14135604,HiSeq X Ten,DN490206R:H4,PAIRED,RANDOM,GENOMIC,Copadichromis virginalis,ILLUMINA,ERP023585,Copadichromis virginalis
ERR14734180,302,14242304296,PRJEB21343,SAMEA117805529,ERX14135605,HiSeq X Ten,DN490206R:A5,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'rust',ILLUMINA,ERP023585,Tropheops sp. 'rust'
ERR14734181,302,14104415928,PRJEB21343,SAMEA117805531,ERX14135606,HiSeq X Ten,DN490206R:B5,PAIRED,RANDOM,GENOMIC,Sciaenochromis cf. fryeri,ILLUMINA,ERP023585,Sciaenochromis cf. fryeri
ERR14734182,302,13029620578,PRJEB21343,SAMEA117805532,ERX14135607,HiSeq X Ten,DN490206R:C5,PAIRED,RANDOM,GENOMIC,Tropheops tropheops gracilior,ILLUMINA,ERP023585,Tropheops gracilior
ERR14734183,302,23586034806,PRJEB21343,SAMEA117805533,ERX14135608,HiSeq X Ten,DN490206R:D5,PAIRED,RANDOM,GENOMIC,Hemitaeniochromis brachyrhynchus,ILLUMINA,ERP023585,Hemitaeniochromis brachyrhynchus
ERR14734184,302,14720316540,PRJEB21343,SAMEA117805534,ERX14135609,HiSeq X Ten,DN490206R:E5,PAIRED,RANDOM,GENOMIC,Otopharynx sp. 'brooksi striped',ILLUMINA,ERP023585,Otopharynx sp. 'brooksi striped'
ERR14734185,302,15178220718,PRJEB21343,SAMEA117805535,ERX14135610,HiSeq X Ten,DN490206R:F5,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'red fin Nkhata Bay 2016',ILLUMINA,ERP023585,Tropheops sp. 'red fin Nkhata Bay 2016'
ERR14734186,302,14474189258,PRJEB21343,SAMEA117805536,ERX14135611,HiSeq X Ten,DN490206R:G5,PAIRED,RANDOM,GENOMIC,Melanochromis mpoto,ILLUMINA,ERP023585,Melanochromis mpoto
ERR14734187,302,13832964738,PRJEB21343,SAMEA117805538,ERX14135612,HiSeq X Ten,DN490206R:H5,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'olive',ILLUMINA,ERP023585,Tropheops sp. 'olive'
ERR14734188,302,16917995606,PRJEB21343,SAMEA117805573,ERX14135613,HiSeq X Ten,DN490206R:A8,PAIRED,RANDOM,GENOMIC,Dentimargo eos,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734189,302,15630679232,PRJEB21343,SAMEA117805574,ERX14135614,HiSeq X Ten,DN490206R:B8,PAIRED,RANDOM,GENOMIC,Dentimargo epacrodonta,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734190,302,16131422412,PRJEB21343,SAMEA117805575,ERX14135615,HiSeq X Ten,DN490206R:C8,PAIRED,RANDOM,GENOMIC,Dentimargo eremus,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734191,302,15505360708,PRJEB21343,SAMEA117805578,ERX14135616,HiSeq X Ten,DN490206R:D8,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14734192,302,16238409536,PRJEB21343,SAMEA117805581,ERX14135617,HiSeq X Ten,DN490206R:E8,PAIRED,RANDOM,GENOMIC,Labeotropheus trewavasae,ILLUMINA,ERP023585,Labeotropheus trewavasae
ERR14734193,302,17071369628,PRJEB21343,SAMEA117805582,ERX14135618,HiSeq X Ten,DN490206R:F8,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14734194,302,17137848586,PRJEB21343,SAMEA117805583,ERX14135619,HiSeq X Ten,DN490206R:G8,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14734195,302,15810052132,PRJEB21343,SAMEA117805584,ERX14135620,HiSeq X Ten,DN490206R:H8,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14734196,302,14778332552,PRJEB21343,SAMEA117805585,ERX14135621,HiSeq X Ten,DN490206R:A9,PAIRED,RANDOM,GENOMIC,Maylandia sp. 'pearly',ILLUMINA,ERP023585,Maylandia sp. 'pearly'
ERR14734197,302,15444180340,PRJEB21343,SAMEA117805588,ERX14135622,HiSeq X Ten,DN490206R:B9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734198,302,14712701006,PRJEB21343,SAMEA117805589,ERX14135623,HiSeq X Ten,DN490206R:C9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734199,302,16106537310,PRJEB21343,SAMEA117805590,ERX14135624,HiSeq X Ten,DN490206R:D9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734200,302,16500393328,PRJEB21343,SAMEA117805591,ERX14135625,HiSeq X Ten,DN490206R:E9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734201,302,17000495966,PRJEB21343,SAMEA117805592,ERX14135626,HiSeq X Ten,DN490206R:F9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734202,302,18222578830,PRJEB21343,SAMEA117805593,ERX14135627,HiSeq X Ten,DN490206R:G9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734203,302,17814478378,PRJEB21343,SAMEA117805594,ERX14135628,HiSeq X Ten,DN490206R:H9,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734204,302,16067102150,PRJEB21343,SAMEA117805559,ERX14135629,HiSeq X Ten,DN490206R:A7,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'orange head Chilumba 2023',ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734205,302,14298083092,PRJEB21343,SAMEA117805560,ERX14135630,HiSeq X Ten,DN490206R:B7,PAIRED,RANDOM,GENOMIC,Dentimargo crassidens,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734206,302,15802019234,PRJEB21343,SAMEA117805563,ERX14135631,HiSeq X Ten,DN490206R:C7,PAIRED,RANDOM,GENOMIC,Dentimargo dianae,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734207,302,16026804780,PRJEB21343,SAMEA117805565,ERX14135632,HiSeq X Ten,DN490206R:D7,PAIRED,RANDOM,GENOMIC,Tropheops sp. orange head,ILLUMINA,ERP023585,Tropheops sp. orange head
ERR14734208,302,17160910212,PRJEB21343,SAMEA117805566,ERX14135633,HiSeq X Ten,DN490206R:E7,PAIRED,RANDOM,GENOMIC,Dentimargo didieri,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734209,302,17195274188,PRJEB21343,SAMEA117805570,ERX14135634,HiSeq X Ten,DN490206R:F7,PAIRED,RANDOM,GENOMIC,Dentimargo elainae,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734210,302,16560145236,PRJEB21343,SAMEA117805571,ERX14135635,HiSeq X Ten,DN490206R:G7,PAIRED,RANDOM,GENOMIC,Dentimargo elata,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734211,302,18205304430,PRJEB21343,SAMEA117805572,ERX14135636,HiSeq X Ten,DN490206R:H7,PAIRED,RANDOM,GENOMIC,Dentimargo elpilar,ILLUMINA,ERP023585,Tropheops sp. 'chilumba 2023'
ERR14734212,302,15576833538,PRJEB21343,SAMEA117805595,ERX14135637,HiSeq X Ten,DN490206R:A10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734213,302,12442380068,PRJEB21343,SAMEA117805596,ERX14135638,HiSeq X Ten,DN490206R:B10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734214,302,17500258854,PRJEB21343,SAMEA117805597,ERX14135639,HiSeq X Ten,DN490206R:C10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734215,302,15612554098,PRJEB21343,SAMEA117805598,ERX14135640,HiSeq X Ten,DN490206R:D10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734216,302,16570309348,PRJEB21343,SAMEA117805599,ERX14135641,HiSeq X Ten,DN490206R:E10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734217,302,14704847194,PRJEB21343,SAMEA117805600,ERX14135642,HiSeq X Ten,DN490206R:F10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734218,302,18414984238,PRJEB21343,SAMEA117805601,ERX14135643,HiSeq X Ten,DN490206R:G10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734219,302,18724294148,PRJEB21343,SAMEA117805602,ERX14135644,HiSeq X Ten,DN490206R:H10,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734220,302,15662644422,PRJEB21343,SAMEA117805603,ERX14135645,HiSeq X Ten,DN490206R:A11,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734221,302,16620011904,PRJEB21343,SAMEA117805604,ERX14135646,HiSeq X Ten,DN490206R:B11,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734222,302,13856032706,PRJEB21343,SAMEA117805605,ERX14135647,HiSeq X Ten,DN490206R:C11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734223,302,14711804368,PRJEB21343,SAMEA117805606,ERX14135648,HiSeq X Ten,DN490206R:D11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734224,302,15231858938,PRJEB21343,SAMEA117805607,ERX14135649,HiSeq X Ten,DN490206R:E11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734225,302,16217573046,PRJEB21343,SAMEA117805615,ERX14135650,HiSeq X Ten,DN490206R:F11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734226,302,16507499992,PRJEB21343,SAMEA117805618,ERX14135651,HiSeq X Ten,DN490206R:G11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734227,302,15912991248,PRJEB21343,SAMEA117805620,ERX14135652,HiSeq X Ten,DN490206R:H11,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734228,302,13044804534,PRJEB21343,SAMEA117805621,ERX14135653,HiSeq X Ten,DN490206R:A12,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734229,302,12276377312,PRJEB21343,SAMEA117805622,ERX14135654,HiSeq X Ten,DN490206R:B12,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734230,302,16778449862,PRJEB21343,SAMEA117805623,ERX14135655,HiSeq X Ten,DN490206R:C12,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734231,302,16155489698,PRJEB21343,SAMEA117805624,ERX14135656,HiSeq X Ten,DN490206R:D12,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734232,302,18291580394,PRJEB21343,SAMEA117805625,ERX14135657,HiSeq X Ten,DN490206R:E12,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734233,302,16470940476,PRJEB21343,SAMEA117805626,ERX14135658,HiSeq X Ten,DN490206R:F12,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734234,302,17659834446,PRJEB21343,SAMEA117805627,ERX14135659,HiSeq X Ten,DN490206R:G12,PAIRED,RANDOM,GENOMIC,Maylandia fainzilberi,ILLUMINA,ERP023585,Maylandia fainzilberi
ERR14734235,302,15964095084,PRJEB21343,SAMEA117805628,ERX14135660,HiSeq X Ten,DN490206R:H12,PAIRED,RANDOM,GENOMIC,Maylandia emmiltos,ILLUMINA,ERP023585,Maylandia emmiltos
ERR14734236,302,14533589940,PRJEB21343,SAMEA117805796,ERX14135661,HiSeq X Ten,DN495171U:A10,PAIRED,RANDOM,GENOMIC,Placidochromis johnstoni,ILLUMINA,ERP023585,Placidochromis johnstoni
ERR14734237,302,14775914438,PRJEB21343,SAMEA117805798,ERX14135662,HiSeq X Ten,DN495171U:B10,PAIRED,RANDOM,GENOMIC,Champsochromis cf. spilorhynchus,ILLUMINA,ERP023585,Champsochromis cf. spilorhynchus
ERR14734238,302,14618852996,PRJEB21343,SAMEA117805799,ERX14135663,HiSeq X Ten,DN495171U:C10,PAIRED,RANDOM,GENOMIC,Placidochromis johnstoni,ILLUMINA,ERP023585,Placidochromis johnstoni
ERR14734239,302,14330201698,PRJEB21343,SAMEA117805807,ERX14135664,HiSeq X Ten,DN495171U:E10,PAIRED,RANDOM,GENOMIC,Stigmatochromis pholidophorus,ILLUMINA,ERP023585,Stigmatochromis pholidophorus
ERR14734240,302,13525904124,PRJEB21343,SAMEA117805813,ERX14135665,HiSeq X Ten,DN495171U:F10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734241,302,16226531876,PRJEB21343,SAMEA117805815,ERX14135666,HiSeq X Ten,DN495171U:G10,PAIRED,RANDOM,GENOMIC,Copadichromis verduyni,ILLUMINA,ERP023585,Copadichromis verduyni
ERR14734242,302,15027552918,PRJEB21343,SAMEA117806138,ERX14135667,HiSeq X Ten,DN495180V:A4,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734243,302,16640301472,PRJEB21343,SAMEA117806139,ERX14135668,HiSeq X Ten,DN495180V:B4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734244,302,16359486470,PRJEB21343,SAMEA117806141,ERX14135669,HiSeq X Ten,DN495180V:C4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734245,302,16822761114,PRJEB21343,SAMEA117806142,ERX14135670,HiSeq X Ten,DN495180V:D4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734246,302,16741172794,PRJEB21343,SAMEA117806144,ERX14135671,HiSeq X Ten,DN495180V:E4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734247,302,16284857136,PRJEB21343,SAMEA117806145,ERX14135672,HiSeq X Ten,DN495180V:F4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734248,302,16543779856,PRJEB21343,SAMEA117806146,ERX14135673,HiSeq X Ten,DN495180V:G4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734249,302,16885593724,PRJEB21343,SAMEA117806147,ERX14135674,HiSeq X Ten,DN495180V:H4,PAIRED,RANDOM,GENOMIC,Mylochromis subocularis,ILLUMINA,ERP023585,Mylochromis subocularis
ERR14734250,302,16680093898,PRJEB21343,SAMEA117806194,ERX14135675,HiSeq X Ten,DN495180V:A10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734251,302,16111415818,PRJEB21343,SAMEA117806195,ERX14135676,HiSeq X Ten,DN495180V:B10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734252,302,15240635058,PRJEB21343,SAMEA117806196,ERX14135677,HiSeq X Ten,DN495180V:C10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734253,302,14854794422,PRJEB21343,SAMEA117806197,ERX14135678,HiSeq X Ten,DN495180V:D10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734254,302,16696925566,PRJEB21343,SAMEA117806198,ERX14135679,HiSeq X Ten,DN495180V:E10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734255,302,14487252872,PRJEB21343,SAMEA117806199,ERX14135680,HiSeq X Ten,DN495180V:F10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734256,302,20057698138,PRJEB21343,SAMEA117806200,ERX14135681,HiSeq X Ten,DN495180V:G10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734257,302,17852634266,PRJEB21343,SAMEA117806201,ERX14135682,HiSeq X Ten,DN495180V:H10,PAIRED,RANDOM,GENOMIC,Otopharynx argyrosoma,ILLUMINA,ERP023585,Otopharynx argyrosoma
ERR14734258,302,14453019662,PRJEB21343,SAMEA117805629,ERX14135683,HiSeq X Ten,DN495167B:A1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734259,302,16051988862,PRJEB21343,SAMEA117805630,ERX14135684,HiSeq X Ten,DN495167B:B1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734260,302,12188428268,PRJEB21343,SAMEA117805631,ERX14135685,HiSeq X Ten,DN495167B:C1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734261,302,17870726784,PRJEB21343,SAMEA117805632,ERX14135686,HiSeq X Ten,DN495167B:D1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734262,302,19579585328,PRJEB21343,SAMEA117805633,ERX14135687,HiSeq X Ten,DN495167B:E1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734263,302,16543586576,PRJEB21343,SAMEA117805634,ERX14135688,HiSeq X Ten,DN495167B:F1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734264,302,15342396072,PRJEB21343,SAMEA117805635,ERX14135689,HiSeq X Ten,DN495167B:G1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734265,302,14719688078,PRJEB21343,SAMEA117805636,ERX14135690,HiSeq X Ten,DN495167B:H1,PAIRED,RANDOM,GENOMIC,Diplotaxodon sp. 'big eye black dorsal 2016',ILLUMINA,ERP023585,Diplotaxodon sp. 'big eye black dorsal 2016'
ERR14734266,302,15692271528,PRJEB21343,SAMEA117805844,ERX14135691,HiSeq X Ten,DN495170T:A9,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'chiofu yellow 2016',ILLUMINA,ERP023585,Tropheops sp. 'chiofu yellow 2016'
ERR14734267,302,13711140052,PRJEB21343,SAMEA117805473,ERX14135692,HiSeq X Ten,DN495170T:B9,PAIRED,RANDOM,GENOMIC,Pseudotropheus lucerna,ILLUMINA,ERP023585,Pseudotropheus lucerna
ERR14734268,302,13742270212,PRJEB21343,SAMEA117805474,ERX14135693,HiSeq X Ten,DN495170T:C9,PAIRED,RANDOM,GENOMIC,Protomelas fenestratus,ILLUMINA,ERP023585,Protomelas fenestratus
ERR14734269,302,15041826042,PRJEB21343,SAMEA117805477,ERX14135694,HiSeq X Ten,DN495170T:D9,PAIRED,RANDOM,GENOMIC,Protomelas insignis,ILLUMINA,ERP023585,Protomelas insignis
ERR14734270,302,15488459882,PRJEB21343,SAMEA117805478,ERX14135695,HiSeq X Ten,DN495170T:E9,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14734271,302,16807982442,PRJEB21343,SAMEA117805479,ERX14135696,HiSeq X Ten,DN495170T:F9,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14734272,302,16481979180,PRJEB21343,SAMEA117805480,ERX14135697,HiSeq X Ten,DN495170T:G9,PAIRED,RANDOM,GENOMIC,Petrotilapia microgalana,ILLUMINA,ERP023585,Petrotilapia microgalana
ERR14734273,302,17128321090,PRJEB21343,SAMEA117805481,ERX14135698,HiSeq X Ten,DN495170T:H9,PAIRED,RANDOM,GENOMIC,Ctenopharynx pictus,ILLUMINA,ERP023585,Ctenopharynx pictus
ERR14734274,302,16378624814,PRJEB21343,SAMEA117805530,ERX14135699,HiSeq X Ten,DN495170T:B12,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'olive',ILLUMINA,ERP023585,Tropheops sp. 'olive'
ERR14734275,302,18498320836,PRJEB21343,SAMEA117805537,ERX14135700,HiSeq X Ten,DN495170T:C12,PAIRED,RANDOM,GENOMIC,Tropheops tropheops gracilior,ILLUMINA,ERP023585,Tropheops gracilior
ERR14734276,302,16806244130,PRJEB21343,SAMEA117805542,ERX14135701,HiSeq X Ten,DN495170T:D12,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'band',ILLUMINA,ERP023585,Tropheops sp. 'band'
ERR14734277,302,19270357864,PRJEB21343,SAMEA117805543,ERX14135702,HiSeq X Ten,DN495170T:E12,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'band',ILLUMINA,ERP023585,Tropheops sp. 'band'
ERR14734278,302,20020765350,PRJEB21343,SAMEA117805544,ERX14135703,HiSeq X Ten,DN495170T:F12,PAIRED,RANDOM,GENOMIC,Tropheops sp. 'band',ILLUMINA,ERP023585,Tropheops sp. 'band'
ERR14734279,302,19668889144,PRJEB21343,SAMEA117805549,ERX14135704,HiSeq X Ten,DN495170T:G12,PAIRED,RANDOM,GENOMIC,Hemitaeniochromis urotaenia,ILLUMINA,ERP023585,Hemitaeniochromis urotaenia
ERR14734280,302,18062908108,PRJEB21343,SAMEA117805550,ERX14135705,HiSeq X Ten,DN495170T:H12,PAIRED,RANDOM,GENOMIC,Otopharynx speciosus,ILLUMINA,ERP023585,Otopharynx speciosus
ERR14734281,302,15523138542,PRJEB21343,SAMEA117806034,ERX14135706,HiSeq X Ten,DN495173W:A10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734282,302,15513173448,PRJEB21343,SAMEA117806035,ERX14135707,HiSeq X Ten,DN495173W:B10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734283,302,15328064360,PRJEB21343,SAMEA117806036,ERX14135708,HiSeq X Ten,DN495173W:C10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734284,302,14248720890,PRJEB21343,SAMEA117806037,ERX14135709,HiSeq X Ten,DN495173W:D10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734285,302,16462736042,PRJEB21343,SAMEA117806038,ERX14135710,HiSeq X Ten,DN495173W:E10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734286,302,15214599638,PRJEB21343,SAMEA117806039,ERX14135711,HiSeq X Ten,DN495173W:F10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734287,302,18210156664,PRJEB21343,SAMEA117806040,ERX14135712,HiSeq X Ten,DN495173W:G10,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734288,302,18216962234,PRJEB21343,SAMEA117806041,ERX14135713,HiSeq X Ten,DN495173W:H10,PAIRED,RANDOM,GENOMIC,Otopharynx tetrastigma,ILLUMINA,ERP023585,Otopharynx tetrastigma
ERR14734289,302,14972303528,PRJEB21343,SAMEA117806049,ERX14135714,HiSeq X Ten,DN495173W:B12,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734290,302,15831851700,PRJEB21343,SAMEA117806050,ERX14135715,HiSeq X Ten,DN495173W:C12,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
ERR14734291,302,17881075116,PRJEB21343,SAMEA117806051,ERX14135716,HiSeq X Ten,DN495173W:D12,PAIRED,RANDOM,GENOMIC,Fossorochromis rostratus,ILLUMINA,ERP023585,Fossorochromis rostratus
