Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,FileLocations
MCYHBC1-599-1,300,0,low_coverage_fish,MCYHBC1-599-1,low_coverage_fish,Element AVITI,MCYHBC1-599-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-599-1-m/MCYHBC1-599-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-599-1-m/MCYHBC1-599-1-m_L2_R2.fastq.gz"
MCYHBC1-602-1,300,0,low_coverage_fish,MCYHBC1-602-1,low_coverage_fish,Element AVITI,MCYHBC1-602-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-602-1-m/MCYHBC1-602-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-602-1-m/MCYHBC1-602-1-m_L2_R2.fastq.gz"
MCYHBC1-608-1,300,0,low_coverage_fish,MCYHBC1-608-1,low_coverage_fish,Element AVITI,MCYHBC1-608-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-608-1-m/MCYHBC1-608-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-608-1-m/MCYHBC1-608-1-m_L2_R2.fastq.gz"
MCYHBC1-609-1,300,0,low_coverage_fish,MCYHBC1-609-1,low_coverage_fish,Element AVITI,MCYHBC1-609-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-609-1-f/MCYHBC1-609-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-609-1-f/MCYHBC1-609-1-f_L2_R2.fastq.gz"
MCYHBC1-610-1,300,0,low_coverage_fish,MCYHBC1-610-1,low_coverage_fish,Element AVITI,MCYHBC1-610-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-610-1-f/MCYHBC1-610-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-610-1-f/MCYHBC1-610-1-f_L2_R2.fastq.gz"
MCYHBC1-612-1,300,0,low_coverage_fish,MCYHBC1-612-1,low_coverage_fish,Element AVITI,MCYHBC1-612-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-612-1-m/MCYHBC1-612-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-612-1-m/MCYHBC1-612-1-m_L2_R2.fastq.gz"
MCYHBC1-615-1,300,0,low_coverage_fish,MCYHBC1-615-1,low_coverage_fish,Element AVITI,MCYHBC1-615-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-615-1-f/MCYHBC1-615-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-615-1-f/MCYHBC1-615-1-f_L2_R2.fastq.gz"
MCYHBC1-618-1,300,0,low_coverage_fish,MCYHBC1-618-1,low_coverage_fish,Element AVITI,MCYHBC1-618-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-618-1-f/MCYHBC1-618-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-618-1-f/MCYHBC1-618-1-f_L2_R2.fastq.gz"
MCYHBC1-619-1,300,0,low_coverage_fish,MCYHBC1-619-1,low_coverage_fish,Element AVITI,MCYHBC1-619-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-619-1-f/MCYHBC1-619-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-619-1-f/MCYHBC1-619-1-f_L2_R2.fastq.gz"
MCYHBC1-622-1,300,0,low_coverage_fish,MCYHBC1-622-1,low_coverage_fish,Element AVITI,MCYHBC1-622-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-622-1-m/MCYHBC1-622-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-622-1-m/MCYHBC1-622-1-m_L2_R2.fastq.gz"
MCYHBC1-625-1-,300,0,low_coverage_fish,MCYHBC1-625-1-,low_coverage_fish,Element AVITI,MCYHBC1-625-1-_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-625-1-pm/MCYHBC1-625-1-pm_L2_R1.fastq.gz,,PM28/MCYHBC1-625-1-pm/MCYHBC1-625-1-pm_L2_R2.fastq.gz"
MCYHBC1-626-1,300,0,low_coverage_fish,MCYHBC1-626-1,low_coverage_fish,Element AVITI,MCYHBC1-626-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-626-1-m/MCYHBC1-626-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-626-1-m/MCYHBC1-626-1-m_L2_R2.fastq.gz"
MCYHBC1-628-1,300,0,low_coverage_fish,MCYHBC1-628-1,low_coverage_fish,Element AVITI,MCYHBC1-628-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-628-1-f/MCYHBC1-628-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-628-1-f/MCYHBC1-628-1-f_L2_R2.fastq.gz"
MCYHBC1-629-1,300,0,low_coverage_fish,MCYHBC1-629-1,low_coverage_fish,Element AVITI,MCYHBC1-629-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-629-1-f/MCYHBC1-629-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-629-1-f/MCYHBC1-629-1-f_L2_R2.fastq.gz"
MCYHBC1-633-1,300,0,low_coverage_fish,MCYHBC1-633-1,low_coverage_fish,Element AVITI,MCYHBC1-633-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-633-1-m/MCYHBC1-633-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-633-1-m/MCYHBC1-633-1-m_L2_R2.fastq.gz"
MCYHBC1-638-1,300,0,low_coverage_fish,MCYHBC1-638-1,low_coverage_fish,Element AVITI,MCYHBC1-638-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-638-1-f/MCYHBC1-638-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-638-1-f/MCYHBC1-638-1-f_L2_R2.fastq.gz"
MCYHBC1-645-1,300,0,low_coverage_fish,MCYHBC1-645-1,low_coverage_fish,Element AVITI,MCYHBC1-645-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-645-1-m/MCYHBC1-645-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-645-1-m/MCYHBC1-645-1-m_L2_R2.fastq.gz"
MCYHBC1-646-1,300,0,low_coverage_fish,MCYHBC1-646-1,low_coverage_fish,Element AVITI,MCYHBC1-646-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-646-1-m/MCYHBC1-646-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-646-1-m/MCYHBC1-646-1-m_L2_R2.fastq.gz"
MCYHBC1-648-1,300,0,low_coverage_fish,MCYHBC1-648-1,low_coverage_fish,Element AVITI,MCYHBC1-648-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-648-1-f/MCYHBC1-648-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-648-1-f/MCYHBC1-648-1-f_L2_R2.fastq.gz"
MCYHBC1-650-1,300,0,low_coverage_fish,MCYHBC1-650-1,low_coverage_fish,Element AVITI,MCYHBC1-650-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-650-1-f/MCYHBC1-650-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-650-1-f/MCYHBC1-650-1-f_L2_R2.fastq.gz"
MCYHBC1-651-1,300,0,low_coverage_fish,MCYHBC1-651-1,low_coverage_fish,Element AVITI,MCYHBC1-651-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-651-1-m/MCYHBC1-651-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-651-1-m/MCYHBC1-651-1-m_L2_R2.fastq.gz"
MCYHBC1-655-1,300,0,low_coverage_fish,MCYHBC1-655-1,low_coverage_fish,Element AVITI,MCYHBC1-655-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-655-1-f/MCYHBC1-655-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-655-1-f/MCYHBC1-655-1-f_L2_R2.fastq.gz"
MCYHBC1-656-1,300,0,low_coverage_fish,MCYHBC1-656-1,low_coverage_fish,Element AVITI,MCYHBC1-656-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-656-1-f/MCYHBC1-656-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-656-1-f/MCYHBC1-656-1-f_L2_R2.fastq.gz"
MCYHBC1-657-1,300,0,low_coverage_fish,MCYHBC1-657-1,low_coverage_fish,Element AVITI,MCYHBC1-657-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-657-1-f/MCYHBC1-657-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-657-1-f/MCYHBC1-657-1-f_L2_R2.fastq.gz"
MCYHBC1-660-1,300,0,low_coverage_fish,MCYHBC1-660-1,low_coverage_fish,Element AVITI,MCYHBC1-660-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-660-1-m/MCYHBC1-660-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-660-1-m/MCYHBC1-660-1-m_L2_R2.fastq.gz"
MCYHBC1-663-1,300,0,low_coverage_fish,MCYHBC1-663-1,low_coverage_fish,Element AVITI,MCYHBC1-663-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-663-1-f/MCYHBC1-663-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-663-1-f/MCYHBC1-663-1-f_L2_R2.fastq.gz"
MCYHBC1-665-1,300,0,low_coverage_fish,MCYHBC1-665-1,low_coverage_fish,Element AVITI,MCYHBC1-665-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-665-1-m/MCYHBC1-665-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-665-1-m/MCYHBC1-665-1-m_L2_R2.fastq.gz"
MCYHBC1-666-1,300,0,low_coverage_fish,MCYHBC1-666-1,low_coverage_fish,Element AVITI,MCYHBC1-666-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-666-1-f/MCYHBC1-666-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-666-1-f/MCYHBC1-666-1-f_L2_R2.fastq.gz"
MCYHBC1-668-1,300,0,low_coverage_fish,MCYHBC1-668-1,low_coverage_fish,Element AVITI,MCYHBC1-668-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-668-1-m/MCYHBC1-668-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-668-1-m/MCYHBC1-668-1-m_L2_R2.fastq.gz"
MCYHBC1-676-1,300,0,low_coverage_fish,MCYHBC1-676-1,low_coverage_fish,Element AVITI,MCYHBC1-676-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-676-1-m/MCYHBC1-676-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-676-1-m/MCYHBC1-676-1-m_L2_R2.fastq.gz"
MCYHBC1-677-1,300,0,low_coverage_fish,MCYHBC1-677-1,low_coverage_fish,Element AVITI,MCYHBC1-677-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-677-1-m/MCYHBC1-677-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-677-1-m/MCYHBC1-677-1-m_L2_R2.fastq.gz"
MCYHBC1-678-1,300,0,low_coverage_fish,MCYHBC1-678-1,low_coverage_fish,Element AVITI,MCYHBC1-678-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-678-1-f/MCYHBC1-678-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-678-1-f/MCYHBC1-678-1-f_L2_R2.fastq.gz"
MCYHBC1-684-1,300,0,low_coverage_fish,MCYHBC1-684-1,low_coverage_fish,Element AVITI,MCYHBC1-684-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-684-1-m/MCYHBC1-684-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-684-1-m/MCYHBC1-684-1-m_L2_R2.fastq.gz"
MCYHBC1-687-1,300,0,low_coverage_fish,MCYHBC1-687-1,low_coverage_fish,Element AVITI,MCYHBC1-687-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-687-1-m/MCYHBC1-687-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-687-1-m/MCYHBC1-687-1-m_L2_R2.fastq.gz"
MCYHBC1-688-1,300,0,low_coverage_fish,MCYHBC1-688-1,low_coverage_fish,Element AVITI,MCYHBC1-688-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-688-1-f/MCYHBC1-688-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-688-1-f/MCYHBC1-688-1-f_L2_R2.fastq.gz"
MCYHBC1-693-1,300,0,low_coverage_fish,MCYHBC1-693-1,low_coverage_fish,Element AVITI,MCYHBC1-693-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-693-1-m/MCYHBC1-693-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-693-1-m/MCYHBC1-693-1-m_L2_R2.fastq.gz"
MCYHBC1-696-1,300,0,low_coverage_fish,MCYHBC1-696-1,low_coverage_fish,Element AVITI,MCYHBC1-696-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-696-1-m/MCYHBC1-696-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-696-1-m/MCYHBC1-696-1-m_L2_R2.fastq.gz"
MCYHBC1-699-1,300,0,low_coverage_fish,MCYHBC1-699-1,low_coverage_fish,Element AVITI,MCYHBC1-699-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-699-1-f/MCYHBC1-699-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-699-1-f/MCYHBC1-699-1-f_L2_R2.fastq.gz"
MCYHBC1-701-1,300,0,low_coverage_fish,MCYHBC1-701-1,low_coverage_fish,Element AVITI,MCYHBC1-701-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-701-1-m/MCYHBC1-701-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-701-1-m/MCYHBC1-701-1-m_L2_R2.fastq.gz"
MCYHBC1-703-1,300,0,low_coverage_fish,MCYHBC1-703-1,low_coverage_fish,Element AVITI,MCYHBC1-703-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-703-1-m/MCYHBC1-703-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-703-1-m/MCYHBC1-703-1-m_L2_R2.fastq.gz"
MCYHBC1-708-1,300,0,low_coverage_fish,MCYHBC1-708-1,low_coverage_fish,Element AVITI,MCYHBC1-708-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-708-1-m/MCYHBC1-708-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-708-1-m/MCYHBC1-708-1-m_L2_R2.fastq.gz"
MCYHBC1-709-1,300,0,low_coverage_fish,MCYHBC1-709-1,low_coverage_fish,Element AVITI,MCYHBC1-709-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-709-1-f/MCYHBC1-709-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-709-1-f/MCYHBC1-709-1-f_L2_R2.fastq.gz"
MCYHBC1-712-1,300,0,low_coverage_fish,MCYHBC1-712-1,low_coverage_fish,Element AVITI,MCYHBC1-712-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-712-1-f/MCYHBC1-712-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-712-1-f/MCYHBC1-712-1-f_L2_R2.fastq.gz"
MCYHBC1-716-1,300,0,low_coverage_fish,MCYHBC1-716-1,low_coverage_fish,Element AVITI,MCYHBC1-716-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-716-1-m/MCYHBC1-716-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-716-1-m/MCYHBC1-716-1-m_L2_R2.fastq.gz"
