Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,FileLocations
MCYHBC1-717-1,300,0,low_coverage_fish,MCYHBC1-717-1,low_coverage_fish,Element AVITI,MCYHBC1-717-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-717-1-m/MCYHBC1-717-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-717-1-m/MCYHBC1-717-1-m_L2_R2.fastq.gz"
MCYHBC1-718-1,300,0,low_coverage_fish,MCYHBC1-718-1,low_coverage_fish,Element AVITI,MCYHBC1-718-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-718-1-f/MCYHBC1-718-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-718-1-f/MCYHBC1-718-1-f_L2_R2.fastq.gz"
MCYHBC1-719-1,300,0,low_coverage_fish,MCYHBC1-719-1,low_coverage_fish,Element AVITI,MCYHBC1-719-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-719-1-f/MCYHBC1-719-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-719-1-f/MCYHBC1-719-1-f_L2_R2.fastq.gz"
MCYHBC1-722-1,300,0,low_coverage_fish,MCYHBC1-722-1,low_coverage_fish,Element AVITI,MCYHBC1-722-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-722-1-f/MCYHBC1-722-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-722-1-f/MCYHBC1-722-1-f_L2_R2.fastq.gz"
MCYHBC1-724-1,300,0,low_coverage_fish,MCYHBC1-724-1,low_coverage_fish,Element AVITI,MCYHBC1-724-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-724-1-m/MCYHBC1-724-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-724-1-m/MCYHBC1-724-1-m_L2_R2.fastq.gz"
MCYHBC1-727-1,300,0,low_coverage_fish,MCYHBC1-727-1,low_coverage_fish,Element AVITI,MCYHBC1-727-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-727-1-f/MCYHBC1-727-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-727-1-f/MCYHBC1-727-1-f_L2_R2.fastq.gz"
MCYHBC1-730-1,300,0,low_coverage_fish,MCYHBC1-730-1,low_coverage_fish,Element AVITI,MCYHBC1-730-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-730-1-f/MCYHBC1-730-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-730-1-f/MCYHBC1-730-1-f_L2_R2.fastq.gz"
MCYHBC1-731-1,300,0,low_coverage_fish,MCYHBC1-731-1,low_coverage_fish,Element AVITI,MCYHBC1-731-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-731-1-f/MCYHBC1-731-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-731-1-f/MCYHBC1-731-1-f_L2_R2.fastq.gz"
MCYHBC1-732-1,300,0,low_coverage_fish,MCYHBC1-732-1,low_coverage_fish,Element AVITI,MCYHBC1-732-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-732-1-m/MCYHBC1-732-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-732-1-m/MCYHBC1-732-1-m_L2_R2.fastq.gz"
MCYHBC1-734-1,300,0,low_coverage_fish,MCYHBC1-734-1,low_coverage_fish,Element AVITI,MCYHBC1-734-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-734-1-m/MCYHBC1-734-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-734-1-m/MCYHBC1-734-1-m_L2_R2.fastq.gz"
MCYHBC1-741-1,300,0,low_coverage_fish,MCYHBC1-741-1,low_coverage_fish,Element AVITI,MCYHBC1-741-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-741-1-m/MCYHBC1-741-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-741-1-m/MCYHBC1-741-1-m_L2_R2.fastq.gz"
MCYHBC1-745-1,300,0,low_coverage_fish,MCYHBC1-745-1,low_coverage_fish,Element AVITI,MCYHBC1-745-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-745-1-f/MCYHBC1-745-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-745-1-f/MCYHBC1-745-1-f_L2_R2.fastq.gz"
MCYHBC1-749-1,300,0,low_coverage_fish,MCYHBC1-749-1,low_coverage_fish,Element AVITI,MCYHBC1-749-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-749-1-m/MCYHBC1-749-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-749-1-m/MCYHBC1-749-1-m_L2_R2.fastq.gz"
MCYHBC1-750-1,300,0,low_coverage_fish,MCYHBC1-750-1,low_coverage_fish,Element AVITI,MCYHBC1-750-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-750-1-m/MCYHBC1-750-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-750-1-m/MCYHBC1-750-1-m_L2_R2.fastq.gz"
MCYHBC1-751-1,300,0,low_coverage_fish,MCYHBC1-751-1,low_coverage_fish,Element AVITI,MCYHBC1-751-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-751-1-m/MCYHBC1-751-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-751-1-m/MCYHBC1-751-1-m_L2_R2.fastq.gz"
MCYHBC1-760-1,300,0,low_coverage_fish,MCYHBC1-760-1,low_coverage_fish,Element AVITI,MCYHBC1-760-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-760-1-m/MCYHBC1-760-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-760-1-m/MCYHBC1-760-1-m_L2_R2.fastq.gz"
MCYHBC1-762-1,300,0,low_coverage_fish,MCYHBC1-762-1,low_coverage_fish,Element AVITI,MCYHBC1-762-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-762-1-m/MCYHBC1-762-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-762-1-m/MCYHBC1-762-1-m_L2_R2.fastq.gz"
MCYHBC1-766-1,300,0,low_coverage_fish,MCYHBC1-766-1,low_coverage_fish,Element AVITI,MCYHBC1-766-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-766-1-f/MCYHBC1-766-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-766-1-f/MCYHBC1-766-1-f_L2_R2.fastq.gz"
MCYHBC1-767-1,300,0,low_coverage_fish,MCYHBC1-767-1,low_coverage_fish,Element AVITI,MCYHBC1-767-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-767-1-m/MCYHBC1-767-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-767-1-m/MCYHBC1-767-1-m_L2_R2.fastq.gz"
MCYHBC1-768-1,300,0,low_coverage_fish,MCYHBC1-768-1,low_coverage_fish,Element AVITI,MCYHBC1-768-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-768-1-m/MCYHBC1-768-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-768-1-m/MCYHBC1-768-1-m_L2_R2.fastq.gz"
MCYHBC1-771-1,300,0,low_coverage_fish,MCYHBC1-771-1,low_coverage_fish,Element AVITI,MCYHBC1-771-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-771-1-f/MCYHBC1-771-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-771-1-f/MCYHBC1-771-1-f_L2_R2.fastq.gz"
MCYHBC1-772-1,300,0,low_coverage_fish,MCYHBC1-772-1,low_coverage_fish,Element AVITI,MCYHBC1-772-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-772-1-m/MCYHBC1-772-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-772-1-m/MCYHBC1-772-1-m_L2_R2.fastq.gz"
MCYHBC1-774-1,300,0,low_coverage_fish,MCYHBC1-774-1,low_coverage_fish,Element AVITI,MCYHBC1-774-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-774-1-f/MCYHBC1-774-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-774-1-f/MCYHBC1-774-1-f_L2_R2.fastq.gz"
MCYHBC1-776-1,300,0,low_coverage_fish,MCYHBC1-776-1,low_coverage_fish,Element AVITI,MCYHBC1-776-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-776-1-m/MCYHBC1-776-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-776-1-m/MCYHBC1-776-1-m_L2_R2.fastq.gz"
MCYHBC1-782-1,300,0,low_coverage_fish,MCYHBC1-782-1,low_coverage_fish,Element AVITI,MCYHBC1-782-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-782-1-m/MCYHBC1-782-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-782-1-m/MCYHBC1-782-1-m_L2_R2.fastq.gz"
MCYHBC1-784-1,300,0,low_coverage_fish,MCYHBC1-784-1,low_coverage_fish,Element AVITI,MCYHBC1-784-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-784-1-m/MCYHBC1-784-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-784-1-m/MCYHBC1-784-1-m_L2_R2.fastq.gz"
MCYHBC1-787-1,300,0,low_coverage_fish,MCYHBC1-787-1,low_coverage_fish,Element AVITI,MCYHBC1-787-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-787-1-f/MCYHBC1-787-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-787-1-f/MCYHBC1-787-1-f_L2_R2.fastq.gz"
MCYHBC1-792-1,300,0,low_coverage_fish,MCYHBC1-792-1,low_coverage_fish,Element AVITI,MCYHBC1-792-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-792-1-m/MCYHBC1-792-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-792-1-m/MCYHBC1-792-1-m_L2_R2.fastq.gz"
MCYHBC1-793-1,300,0,low_coverage_fish,MCYHBC1-793-1,low_coverage_fish,Element AVITI,MCYHBC1-793-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-793-1-f/MCYHBC1-793-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-793-1-f/MCYHBC1-793-1-f_L2_R2.fastq.gz"
MCYHBC1-795-1,300,0,low_coverage_fish,MCYHBC1-795-1,low_coverage_fish,Element AVITI,MCYHBC1-795-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-795-1-m/MCYHBC1-795-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-795-1-m/MCYHBC1-795-1-m_L2_R2.fastq.gz"
MCYHBC1-796-1,300,0,low_coverage_fish,MCYHBC1-796-1,low_coverage_fish,Element AVITI,MCYHBC1-796-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-796-1-m/MCYHBC1-796-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-796-1-m/MCYHBC1-796-1-m_L2_R2.fastq.gz"
MCYHBC1-798-1,300,0,low_coverage_fish,MCYHBC1-798-1,low_coverage_fish,Element AVITI,MCYHBC1-798-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-798-1-m/MCYHBC1-798-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-798-1-m/MCYHBC1-798-1-m_L2_R2.fastq.gz"
MCYHBC1-801-1,300,0,low_coverage_fish,MCYHBC1-801-1,low_coverage_fish,Element AVITI,MCYHBC1-801-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-801-1-m/MCYHBC1-801-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-801-1-m/MCYHBC1-801-1-m_L2_R2.fastq.gz"
MCYHBC1-802-1,300,0,low_coverage_fish,MCYHBC1-802-1,low_coverage_fish,Element AVITI,MCYHBC1-802-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-802-1-m/MCYHBC1-802-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-802-1-m/MCYHBC1-802-1-m_L2_R2.fastq.gz"
MCYHBC1-806-1,300,0,low_coverage_fish,MCYHBC1-806-1,low_coverage_fish,Element AVITI,MCYHBC1-806-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-806-1-f/MCYHBC1-806-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-806-1-f/MCYHBC1-806-1-f_L2_R2.fastq.gz"
MCYHBC1-808-1,300,0,low_coverage_fish,MCYHBC1-808-1,low_coverage_fish,Element AVITI,MCYHBC1-808-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-808-1-f/MCYHBC1-808-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-808-1-f/MCYHBC1-808-1-f_L2_R2.fastq.gz"
MCYHBC1-810-1,300,0,low_coverage_fish,MCYHBC1-810-1,low_coverage_fish,Element AVITI,MCYHBC1-810-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-810-1-m/MCYHBC1-810-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-810-1-m/MCYHBC1-810-1-m_L2_R2.fastq.gz"
MCYHBC1-813-1,300,0,low_coverage_fish,MCYHBC1-813-1,low_coverage_fish,Element AVITI,MCYHBC1-813-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-813-1-f/MCYHBC1-813-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-813-1-f/MCYHBC1-813-1-f_L2_R2.fastq.gz"
MCYHBC1-814-1,300,0,low_coverage_fish,MCYHBC1-814-1,low_coverage_fish,Element AVITI,MCYHBC1-814-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-814-1-f/MCYHBC1-814-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-814-1-f/MCYHBC1-814-1-f_L2_R2.fastq.gz"
MCYHBC1-815-1,300,0,low_coverage_fish,MCYHBC1-815-1,low_coverage_fish,Element AVITI,MCYHBC1-815-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-815-1-f/MCYHBC1-815-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-815-1-f/MCYHBC1-815-1-f_L2_R2.fastq.gz"
MCYHBC1-818-1,300,0,low_coverage_fish,MCYHBC1-818-1,low_coverage_fish,Element AVITI,MCYHBC1-818-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-818-1-m/MCYHBC1-818-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-818-1-m/MCYHBC1-818-1-m_L2_R2.fastq.gz"
MCYHBC1-819-1,300,0,low_coverage_fish,MCYHBC1-819-1,low_coverage_fish,Element AVITI,MCYHBC1-819-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-819-1-f/MCYHBC1-819-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-819-1-f/MCYHBC1-819-1-f_L2_R2.fastq.gz"
MCYHBC1-820-1,300,0,low_coverage_fish,MCYHBC1-820-1,low_coverage_fish,Element AVITI,MCYHBC1-820-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-820-1-m/MCYHBC1-820-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-820-1-m/MCYHBC1-820-1-m_L2_R2.fastq.gz"
MCYHBC1-823-1,300,0,low_coverage_fish,MCYHBC1-823-1,low_coverage_fish,Element AVITI,MCYHBC1-823-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-823-1-m/MCYHBC1-823-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-823-1-m/MCYHBC1-823-1-m_L2_R2.fastq.gz"
MCYHBC1-824-1,300,0,low_coverage_fish,MCYHBC1-824-1,low_coverage_fish,Element AVITI,MCYHBC1-824-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-824-1-m/MCYHBC1-824-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-824-1-m/MCYHBC1-824-1-m_L2_R2.fastq.gz"
MCYHBC1-832-1,300,0,low_coverage_fish,MCYHBC1-832-1,low_coverage_fish,Element AVITI,MCYHBC1-832-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-832-1-f/MCYHBC1-832-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-832-1-f/MCYHBC1-832-1-f_L2_R2.fastq.gz"
MCYHBC1-833-1,300,0,low_coverage_fish,MCYHBC1-833-1,low_coverage_fish,Element AVITI,MCYHBC1-833-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-833-1-m/MCYHBC1-833-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-833-1-m/MCYHBC1-833-1-m_L2_R2.fastq.gz"
MCYHBC1-839-1,300,0,low_coverage_fish,MCYHBC1-839-1,low_coverage_fish,Element AVITI,MCYHBC1-839-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-839-1-m/MCYHBC1-839-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-839-1-m/MCYHBC1-839-1-m_L2_R2.fastq.gz"
MCYHBC1-841-1,300,0,low_coverage_fish,MCYHBC1-841-1,low_coverage_fish,Element AVITI,MCYHBC1-841-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-841-1-m/MCYHBC1-841-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-841-1-m/MCYHBC1-841-1-m_L2_R2.fastq.gz"
MCYHBC1-842-1,300,0,low_coverage_fish,MCYHBC1-842-1,low_coverage_fish,Element AVITI,MCYHBC1-842-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-842-1-f/MCYHBC1-842-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-842-1-f/MCYHBC1-842-1-f_L2_R2.fastq.gz"
MCYHBC1-845-1,300,0,low_coverage_fish,MCYHBC1-845-1,low_coverage_fish,Element AVITI,MCYHBC1-845-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-845-1-m/MCYHBC1-845-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-845-1-m/MCYHBC1-845-1-m_L2_R2.fastq.gz"
MCYHBC1-847-1,300,0,low_coverage_fish,MCYHBC1-847-1,low_coverage_fish,Element AVITI,MCYHBC1-847-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-847-1-f/MCYHBC1-847-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-847-1-f/MCYHBC1-847-1-f_L2_R2.fastq.gz"
MCYHBC1-850-1,300,0,low_coverage_fish,MCYHBC1-850-1,low_coverage_fish,Element AVITI,MCYHBC1-850-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-850-1-f/MCYHBC1-850-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-850-1-f/MCYHBC1-850-1-f_L2_R2.fastq.gz"
MCYHBC1-851-1,300,0,low_coverage_fish,MCYHBC1-851-1,low_coverage_fish,Element AVITI,MCYHBC1-851-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-851-1-m/MCYHBC1-851-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-851-1-m/MCYHBC1-851-1-m_L2_R2.fastq.gz"
MCYHBC1-854-1,300,0,low_coverage_fish,MCYHBC1-854-1,low_coverage_fish,Element AVITI,MCYHBC1-854-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-854-1-m/MCYHBC1-854-1-m_L2_R1.fastq.gz,,PM28/MCYHBC1-854-1-m/MCYHBC1-854-1-m_L2_R2.fastq.gz"
MCYHBC1-857-1,300,0,low_coverage_fish,MCYHBC1-857-1,low_coverage_fish,Element AVITI,MCYHBC1-857-1_library,PAIRED,-,GENOMIC,Mchenga conophoros x Aulonocara sp. 'chitande type north' Nkhata Bay BC1 hybrid,ELEMENT Cloudbreak FS,MappingYHSexDeterminer,"PM28/MCYHBC1-857-1-f/MCYHBC1-857-1-f_L2_R1.fastq.gz,,PM28/MCYHBC1-857-1-f/MCYHBC1-857-1-f_L2_R2.fastq.gz"
