Index,SampleID,Organism_ad,GenomeVersion,RunIDs,Coverage,TotalReads,InversionReads,DuplicationReads,ClippedReads,ChimericReads,bwa_version,gatk_version,pysam_version,BamSize,ProjectID,UnmappedReads,DiscordantReads,File,Organism_lmf,Ecogroup
292,SAMEA2661288,Copadichromis likomae,Mzebra_UMD2a,ERR715485,5.57197036,42680636,48388,39932,1006349,895993,0.7.17,4.2.6.1,0.15.3,3648429635,PRJEB1254,187642,1007794,PRJEB1254/ERR715485.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
293,SAMEA4033314,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749436,30.70020338,194668823,291546,312524,2966467,5529014,0.7.17,4.2.6.0,0.15.3,20039009328,PRJEB15289,1042544,7394464,PRJEB15289/ERR1749436.unmapped_marked_adapters.bam,Lethrinops longipinnis,Deep_Benthic
294,SAMEA2661335,Copadichromis likomae,Mzebra_UMD2a,ERR730992,6.862917123,52569136,47252,43708,1184195,944577,0.7.17,4.2.6.1,0.15.3,4619131933,PRJEB1254,194623,986170,PRJEB1254/ERR730992.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
295,SAMEA4032039,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749408,30.85076287,195623515,211942,238838,2414396,3899351,0.7.17,4.2.6.0,0.15.3,20245820160,PRJEB15289,1202535,5790186,PRJEB15289/ERR1749408.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
296,SAMEA2661240,Copadichromis likomae,Mzebra_UMD2a,ERR715496,18.04403009,138215143,144692,129878,2602541,2668417,0.7.17,4.2.6.1,0.15.3,10133038830,PRJEB1254,637744,3366836,PRJEB1254/ERR715496.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
297,SAMEA2661362,Copadichromis likomae,Mzebra_UMD2a,ERR731015,8.297375626,63556919,58290,53094,1490729,1152663,0.7.17,4.2.6.1,0.15.3,5406418350,PRJEB1254,235203,1192898,PRJEB1254/ERR731015.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
298,SAMEA4032103,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749543,28.44543699,180371435,227036,261684,2353081,4008559,0.7.17,4.2.6.0,0.15.3,19207532607,PRJEB15289,874502,5907830,PRJEB15289/ERR1749543.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Shallow_Benthic
299,SAMEA2661376,Copadichromis likomae,Mzebra_UMD2a,ERR702225,6.87418466,52655444,60798,51726,991646,999869,0.7.17,4.2.6.1,0.15.3,4548779844,PRJEB1254,221831,1203780,PRJEB1254/ERR702225.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
300,SAMEA2661239,Copadichromis likomae,Mzebra_UMD2a,ERR715495,18.12223625,138814193,190834,136568,3627863,3437738,0.7.17,4.2.6.1,0.15.3,10141225461,PRJEB1254,616036,3303362,PRJEB1254/ERR715495.unmapped_marked_adapters.bam,Buccochromis nototaenia,Shallow_Benthic
301,SAMEA4032124,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749440,27.70986847,175707223,255588,295064,2680787,4747501,0.7.17,4.2.6.0,0.15.3,18657737637,PRJEB15289,937271,6927148,PRJEB15289/ERR1749440.unmapped_marked_adapters.bam,Sciaenochromis benthicola,Deep_Benthic
302,SAMEA2661253,Copadichromis likomae,Mzebra_UMD2a,ERR715504,16.28933924,124774418,107102,102698,2141814,1832459,0.7.17,4.2.6.1,0.15.3,8896510704,PRJEB1254,422939,2299682,PRJEB1254/ERR715504.unmapped_marked_adapters.bam,Cynotilapia afra,Mbuna
303,SAMEA4033271,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749490,35.71040025,226438291,410548,405674,3614669,7615238,0.7.17,4.2.6.0,0.15.3,21959218766,PRJEB15289,1240358,9447970,PRJEB15289/ERR1749490.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
304,SAMEA1877459,Copadichromis likomae,Mzebra_UMD2a,"ERR266465,,ERR266497,,ERR266489",13.21279439,126510559,142156,108264,2066805,1659272,0.7.17,4.2.6.1,0.15.3,15619988419,PRJEB1254,826040,4092940,PRJEB1254/ERR266465.unmapped_marked_adapters.bam,Tremitochranus placodon,Shallow_Benthic
305,SAMEA3388871,Copadichromis likomae,Mzebra_UMD2a,ERR1081381,17.37905849,133121539,211260,207316,2087743,2997497,0.7.17,4.2.6.1,0.15.3,10902252557,PRJEB1254,803045,5625928,PRJEB1254/ERR1081381.unmapped_marked_adapters.bam,Pallidochromis tokolosh,Diplotaxodon
306,SAMEA4032034,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749398,29.1660614,184940887,218404,243072,2407743,3914152,0.7.17,4.2.6.0,0.15.3,20273370930,PRJEB15289,834690,5686624,PRJEB15289/ERR1749398.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
307,SAMEA2661373,Copadichromis likomae,Mzebra_UMD2a,ERR731024,8.014128577,61387280,59584,55370,1331265,1139894,0.7.17,4.2.6.1,0.15.3,5258660998,PRJEB1254,234970,1238194,PRJEB1254/ERR731024.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
308,SAMEA4033248,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749399,31.85241088,201974927,231738,258278,2618247,4216610,0.7.17,4.2.6.0,0.15.3,21789721557,PRJEB15289,938754,5856678,PRJEB15289/ERR1749399.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
309,SAMEA3388860,Copadichromis likomae,Mzebra_UMD2a,ERR1081373,15.60947342,119566726,205830,186130,1950831,2810712,0.7.17,4.2.6.1,0.15.3,9477123303,PRJEB1254,1019356,5000690,PRJEB1254/ERR1081373.unmapped_marked_adapters.bam,Taeniolethrinops praeorbitalis,Shallow_Benthic
310,SAMEA2661224,Copadichromis likomae,Mzebra_UMD2a,ERR702293,7.149258084,54762474,73906,52204,1655095,1311033,0.7.17,4.2.6.1,0.15.3,4720361293,PRJEB1254,209753,1199014,PRJEB1254/ERR702293.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
311,SAMEA4033256,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749415,24.50101672,155360016,236042,253912,2481119,4164405,0.7.17,4.2.6.0,0.15.3,17168623632,PRJEB15289,943129,6106356,PRJEB15289/ERR1749415.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
312,SAMEA2661440,Copadichromis likomae,Mzebra_UMD2a,ERR702276,7.079660277,54229363,53792,52194,1030082,974416,0.7.17,4.2.6.1,0.15.3,4643552574,PRJEB1254,321138,1206430,PRJEB1254/ERR702276.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
313,SAMEA1877499,Copadichromis likomae,Mzebra_UMD2a,"ERR266502,,ERR271655,,ERR271663",15.49565856,148368647,204194,132108,2481047,2054539,0.7.17,4.2.6.1,0.15.3,18447149343,PRJEB1254,5053116,4818464,PRJEB1254/ERR266502.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic
314,SAMEA4032095,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749527,31.34388709,198750397,330696,363608,3242454,6284526,0.7.17,4.2.6.0,0.15.3,21264539674,PRJEB15289,1079744,8149194,PRJEB15289/ERR1749527.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
315,SAMEA2661357,Copadichromis likomae,Mzebra_UMD2a,ERR731011,8.055331822,61702892,52232,47892,1508674,1084415,0.7.17,4.2.6.1,0.15.3,5277085267,PRJEB1254,218475,1078080,PRJEB1254/ERR731011.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
316,SAMEA4032104,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749545,30.76373191,195071655,224660,253718,2455831,4052373,0.7.17,4.2.6.0,0.15.3,20327875571,PRJEB15289,837718,5951344,PRJEB15289/ERR1749545.unmapped_marked_adapters.bam,Labeotropheus fuelleborni,Shallow_Benthic
317,SAMEA1877414,Copadichromis likomae,Mzebra_UMD2a,"ERR266484,,ERR266492,,ERR266460",18.49290167,177066808,193102,147498,2853367,2303857,0.7.17,4.2.6.1,0.15.3,21529515654,PRJEB1254,1190884,5179006,PRJEB1254/ERR266484.unmapped_marked_adapters.bam,Buccochromis rhoadesii,Shallow_Benthic
318,SAMEA2661411,Copadichromis likomae,Mzebra_UMD2a,ERR702248,7.419773214,56834588,57514,53600,1159103,1078078,0.7.17,4.2.6.1,0.15.3,4842731020,PRJEB1254,238610,1227006,PRJEB1254/ERR702248.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
319,SAMEA4033309,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749428,35.22978753,223390744,358704,337634,3667535,6705924,0.7.17,4.2.6.0,0.15.3,22511046162,PRJEB15289,1243650,7976880,PRJEB15289/ERR1749428.unmapped_marked_adapters.bam,Dimidiochromis strigatus,Shallow_Benthic
320,SAMEA2661427,Copadichromis likomae,Mzebra_UMD2a,ERR702263,6.689966681,51244356,48352,45666,964583,903225,0.7.17,4.2.6.1,0.15.3,4457123887,PRJEB1254,225995,1122610,PRJEB1254/ERR702263.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
321,SAMEA2661221,Copadichromis likomae,Mzebra_UMD2a,ERR715489,16.89063152,129380246,171556,141020,3201119,3202910,0.7.17,4.2.6.1,0.15.3,9453673403,PRJEB1254,632339,3506214,PRJEB1254/ERR715489.unmapped_marked_adapters.bam,Otopharynx speciosus,Shallow_Benthic
322,SAMEA4032108,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749419,31.26826198,198270861,313886,324084,3104783,5765919,0.7.17,4.2.6.0,0.15.3,20454785808,PRJEB15289,1028178,7623836,PRJEB15289/ERR1749419.unmapped_marked_adapters.bam,Buccochromis nototaenia,Shallow_Benthic
323,SAMEA2661424,Copadichromis likomae,Mzebra_UMD2a,ERR702260,8.02050374,61436113,59182,57332,1149610,1111966,0.7.17,4.2.6.1,0.15.3,5216602926,PRJEB1254,310844,1404376,PRJEB1254/ERR702260.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
324,SAMEA4032057,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749489,34.36684181,217918838,354618,355938,3208913,6625646,0.7.17,4.2.6.0,0.15.3,20986470792,PRJEB15289,1291286,8917822,PRJEB15289/ERR1749489.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
325,SAMEA2661384,Copadichromis likomae,Mzebra_UMD2a,ERR715533,20.47275872,156818918,157368,152234,3424312,3027079,0.7.17,4.2.6.1,0.15.3,12554468824,PRJEB1254,851049,3434848,PRJEB1254/ERR715533.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
326,SAMEA2661393,Copadichromis likomae,Mzebra_UMD2a,ERR702231,5.575887522,42710641,39314,39086,832795,773646,0.7.17,4.2.6.1,0.15.3,10901823839,PRJEB1254,178717,910334,PRJEB1254/ERR702231.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
327,SAMEA2661350,Copadichromis likomae,Mzebra_UMD2a,ERR731005,6.663165093,51039059,51676,43348,1207853,956841,0.7.17,4.2.6.1,0.15.3,4374225914,PRJEB1254,193355,1025638,PRJEB1254/ERR731005.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
328,SAMEA4033253,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749409,27.07724033,171695752,186576,213066,2047831,3321671,0.7.17,4.2.6.0,0.15.3,18591375066,PRJEB15289,904400,5021518,PRJEB15289/ERR1749409.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
329,SAMEA3388873,Copadichromis likomae,Mzebra_UMD2a,ERR1081383,15.04425271,115237202,184448,185144,1842618,2537772,0.7.17,4.2.6.1,0.15.3,9084305628,PRJEB1254,662054,4982198,PRJEB1254/ERR1081383.unmapped_marked_adapters.bam,Rhamphochromis esox,Rhampochromis
330,SAMEA4032132,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749454,33.44956191,212102401,331864,371312,3358938,6316129,0.7.17,4.2.6.0,0.15.3,21245892623,PRJEB15289,1203773,8191326,PRJEB15289/ERR1749454.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
331,SAMEA3388858,Copadichromis likomae,Mzebra_UMD2a,ERR1081370,15.01154059,114986631,165742,174396,1773755,2307257,0.7.17,4.2.6.1,0.15.3,9074151237,PRJEB1254,665014,4555432,PRJEB1254/ERR1081370.unmapped_marked_adapters.bam,Taeniolethrinops macrorhynchus,Shallow_Benthic
332,SAMEA4033322,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749449,35.49144783,225049922,234906,295072,2447090,4208626,0.7.17,4.2.6.0,0.15.3,21599698936,PRJEB15289,880962,6033006,PRJEB15289/ERR1749449.unmapped_marked_adapters.bam,Maylandia fainzilberi,Mbuna
333,SAMEA1877511,Copadichromis likomae,Mzebra_UMD2a,"ERR266456,,ERR266472,,ERR266480",14.95486998,143190676,150334,110968,2112144,1676306,0.7.17,4.2.6.1,0.15.3,17492925735,PRJEB1254,773778,4435772,PRJEB1254/ERR266456.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
334,SAMEA2661275,Copadichromis likomae,Mzebra_UMD2a,ERR715521,15.73146603,120501175,96048,95884,1810797,1766828,0.7.17,4.2.6.1,0.15.3,9949771458,PRJEB1254,471712,2408188,PRJEB1254/ERR715521.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
335,SAMEA4033317,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749441,34.83465364,220885215,327816,350898,3479721,6250319,0.7.17,4.2.6.0,0.15.3,22534704617,PRJEB15289,1154585,8056010,PRJEB15289/ERR1749441.unmapped_marked_adapters.bam,Sciaenochromis benthicola,Deep_Benthic
336,SAMEA2661229,Copadichromis likomae,Mzebra_UMD2a,ERR702297,5.933253728,45448024,55364,45310,995041,996657,0.7.17,4.2.6.1,0.15.3,4041564042,PRJEB1254,216053,1086538,PRJEB1254/ERR702297.unmapped_marked_adapters.bam,Chilotilapia rhoadesii,Shallow_Benthic
337,SAMEA2661333,Copadichromis likomae,Mzebra_UMD2a,ERR730990,7.409844471,56758535,53356,49328,1211309,1031341,0.7.17,4.2.6.1,0.15.3,4932419295,PRJEB1254,218178,1108548,PRJEB1254/ERR730990.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
338,SAMEA4033266,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749480,33.10044343,209888654,306284,316602,3292578,5771449,0.7.17,4.2.6.0,0.15.3,20811459190,PRJEB15289,1098573,7944770,PRJEB15289/ERR1749480.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
339,SAMEA2661444,Copadichromis likomae,Mzebra_UMD2a,ERR702280,6.410655332,49104864,54134,43686,1247333,987548,0.7.17,4.2.6.1,0.15.3,4338717778,PRJEB1254,214234,960120,PRJEB1254/ERR702280.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
340,SAMEA2661245,Copadichromis likomae,Mzebra_UMD2a,ERR702306,6.520180386,49943813,53190,49266,975102,986789,0.7.17,4.2.6.1,0.15.3,4377022954,PRJEB1254,284291,1256668,PRJEB1254/ERR702306.unmapped_marked_adapters.bam,Placidochromis subocularis,Shallow_Benthic
341,SAMEA2661336,Copadichromis likomae,Mzebra_UMD2a,ERR730993,6.90872762,52920039,47990,45558,1126314,954604,0.7.17,4.2.6.1,0.15.3,4667040131,PRJEB1254,206153,1043236,PRJEB1254/ERR730993.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
342,SAMEA4033265,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749478,32.64267898,206985987,307618,322202,3324065,5813118,0.7.17,4.2.6.0,0.15.3,20588287938,PRJEB15289,1069142,7651420,PRJEB15289/ERR1749478.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
343,SAMEA2661404,Copadichromis likomae,Mzebra_UMD2a,ERR702241,6.524051333,49973464,52196,48112,976165,934150,0.7.17,4.2.6.1,0.15.3,4359923283,PRJEB1254,211873,1134666,PRJEB1254/ERR702241.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
344,SAMEA4033321,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749447,32.25691228,204539855,207178,259336,2167673,3806694,0.7.17,4.2.6.0,0.15.3,20293312448,PRJEB15289,855541,5579560,PRJEB15289/ERR1749447.unmapped_marked_adapters.bam,Maylandia fainzilberi,Mbuna
345,SAMEA1920096,Copadichromis likomae,Mzebra_UMD2a,"ERR315233,,ERR303345,,ERR303354,,ERR303363,,ERR303372,,ERR303381,,ERR303390,,ERR303399,,ERR303408",41.45116199,396888767,379596,317488,5950601,4993560,0.7.17,4.2.6.1,0.15.3,50619805046,PRJEB1254,2391521,10461608,PRJEB1254/ERR315233.unmapped_marked_adapters.bam,Aulonocara stuartgranti,Deep_Benthic
346,SAMEA4033296,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749538,37.16520616,235663160,283856,314884,3045685,5227088,0.7.17,4.2.6.0,0.15.3,24148118228,PRJEB15289,1301503,7127670,PRJEB15289/ERR1749538.unmapped_marked_adapters.bam,Pseudotropheus livingstonii,Mbuna
347,SAMEA1877429,Copadichromis likomae,Mzebra_UMD2a,"ERR266498,,ERR271651,,ERR271659",16.4478162,157485416,179834,144060,2580406,2109969,0.7.17,4.2.6.1,0.15.3,19384530655,PRJEB1254,1338912,5271420,PRJEB1254/ERR266498.unmapped_marked_adapters.bam,Alticorpus macrocleithrum,Deep_Benthic
348,SAMEA2661339,Copadichromis likomae,Mzebra_UMD2a,ERR730996,7.597601017,58196728,54632,49602,1184038,1047280,0.7.17,4.2.6.1,0.15.3,4911662107,PRJEB1254,222788,1148804,PRJEB1254/ERR730996.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
349,SAMEA4033283,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749514,38.32083271,242990944,250104,298296,2727255,4565005,0.7.17,4.2.6.0,0.15.3,24289462387,PRJEB15289,1427442,6565990,PRJEB15289/ERR1749514.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
350,SAMEA1877440,Copadichromis likomae,Mzebra_UMD2a,"ERR266507,,ERR271668,,ERR271676",16.33707674,156425102,218166,124814,2777283,2262861,0.7.17,4.2.6.1,0.15.3,19693393581,PRJEB1254,2368033,4586812,PRJEB1254/ERR266507.unmapped_marked_adapters.bam,Aulonocara steveni,Deep_Benthic
351,SAMEA2661280,Copadichromis likomae,Mzebra_UMD2a,ERR715479,5.772216654,44214499,47670,42948,955734,903913,0.7.17,4.2.6.1,0.15.3,3759582336,PRJEB1254,204963,1008506,PRJEB1254/ERR715479.unmapped_marked_adapters.bam,Placidochromis longimanus,Shallow_Benthic
352,SAMEA4033306,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749422,28.25122324,179139933,254350,267346,2650712,4703179,0.7.17,4.2.6.0,0.15.3,19169352594,PRJEB15289,894377,6623080,PRJEB15289/ERR1749422.unmapped_marked_adapters.bam,Protomelas similis,Shallow_Benthic
353,SAMEA1904322,Copadichromis likomae,Mzebra_UMD2a,"ERR299202,,ERR299211,,ERR295128",16.22766576,155377508,185792,126690,2609356,2193678,0.7.17,4.2.6.1,0.15.3,20364213511,PRJEB1254,981011,4256460,PRJEB1254/ERR299202.unmapped_marked_adapters.bam,Lethrinops longimanus 'redhead',Deep_Benthic
354,SAMEA4032129,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749450,35.44057037,224727310,226028,296522,2434552,4223910,0.7.17,4.2.6.0,0.15.3,21070902898,PRJEB15289,1188526,6194248,PRJEB15289/ERR1749450.unmapped_marked_adapters.bam,Maylandia fainzilberi,Mbuna
355,SAMEA1904324,Copadichromis likomae,Mzebra_UMD2a,"ERR299203,,ERR299212,,ERR295129",15.31766773,146664411,144104,111680,2268828,1897918,0.7.17,4.2.6.1,0.15.3,19362905594,PRJEB1254,953465,3387856,PRJEB1254/ERR299203.unmapped_marked_adapters.bam,Copadichromis quadrimaculatus,Utaka
356,SAMEA1877417,Copadichromis likomae,Mzebra_UMD2a,"ERR266510,,ERR271671,,ERR271679",10.23511127,97999682,101954,77116,1765855,1384705,0.7.17,4.2.6.1,0.15.3,12473370582,PRJEB1254,714288,2316124,PRJEB1254/ERR266510.unmapped_marked_adapters.bam,Lethrinops albus,Shallow_Benthic
357,SAMEA4033269,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749486,34.41406194,218218259,311248,333382,3263125,5984847,0.7.17,4.2.6.0,0.15.3,21308891130,PRJEB15289,1223469,7945480,PRJEB15289/ERR1749486.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
358,SAMEA2661364,Copadichromis likomae,Mzebra_UMD2a,ERR755304,6.85427652,52502950,49242,44336,1069637,938676,0.7.17,4.2.6.1,0.15.3,4670102374,PRJEB1254,213387,1000366,PRJEB1254/ERR755304.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
359,SAMEA4032105,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749547,35.56927088,225543395,352792,336096,3615217,6644157,0.7.17,4.2.6.0,0.15.3,22095600941,PRJEB15289,1267392,8162204,PRJEB15289/ERR1749547.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic
360,SAMEA1877489,Copadichromis likomae,Mzebra_UMD2a,"ERR266506,,ERR271667,,ERR271675",24.7731221,237198993,294760,180020,4547890,3620983,0.7.17,4.2.6.1,0.15.3,28340558764,PRJEB1254,1233519,5645206,PRJEB1254/ERR266506.unmapped_marked_adapters.bam,Aulonocara stuartgranti maisoni,Deep_Benthic
361,SAMEA4033258,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749464,34.52897131,218946895,311956,334944,3288054,5767846,0.7.17,4.2.6.0,0.15.3,22518516676,PRJEB15289,1326981,8194262,PRJEB15289/ERR1749464.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
362,SAMEA4033329,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749460,30.80693608,195345611,338662,342446,3237726,6312501,0.7.17,4.2.6.0,0.15.3,19830042332,PRJEB15289,1071676,8229440,PRJEB15289/ERR1749460.unmapped_marked_adapters.bam,Diplotaxodon similis,Diplotaxodon
363,SAMEA2661296,Copadichromis likomae,Mzebra_UMD2a,ERR715541,63.38120834,485492583,662130,379598,64541916,14378302,0.7.17,4.2.6.1,0.15.3,45487173316,PRJEB1254,187151494,21910290,PRJEB1254/ERR715541.unmapped_marked_adapters.bam,Andinoacara coeruleopunctatus,Riverine
364,SAMEA1877472,Copadichromis likomae,Mzebra_UMD2a,"ERR266452,,ERR266468,,ERR266476",13.4740874,129012401,163822,110496,2167210,1794428,0.7.17,4.2.6.1,0.15.3,16041542303,PRJEB1254,1042928,4255860,PRJEB1254/ERR266452.unmapped_marked_adapters.bam,Otopharynx brooksi nkhata,Shallow_Benthic
365,SAMEA4033281,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749510,36.0596747,228653027,243446,298758,2569429,4525318,0.7.17,4.2.6.0,0.15.3,22164954941,PRJEB15289,973814,6318110,PRJEB15289/ERR1749510.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
366,SAMEA1877469,Copadichromis likomae,Mzebra_UMD2a,"ERR266463,,ERR266487,,ERR266495",16.65844262,159502133,168382,123536,2276158,1835712,0.7.17,4.2.6.1,0.15.3,44172612647,PRJEB1254,1009198,5005288,PRJEB1254/ERR266463.unmapped_marked_adapters.bam,Placidochromis vulgaris,Deep_Benthic
367,SAMEA4033292,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749533,28.73331633,182196867,260406,279522,2827984,4840593,0.7.17,4.2.6.0,0.15.3,19715792609,PRJEB15289,987433,7041936,PRJEB15289/ERR1749533.unmapped_marked_adapters.bam,Cheilochromis euchilus,Shallow_Benthic
368,SAMEA2661258,Copadichromis likomae,Mzebra_UMD2a,ERR715509,18.02099148,138038670,212672,153634,5210012,3648381,0.7.17,4.2.6.1,0.15.3,9986054947,PRJEB1254,529151,3105966,PRJEB1254/ERR715509.unmapped_marked_adapters.bam,Alticorpus peterdaviesi,Shallow_Benthic
369,SAMEA4032136,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749459,29.75286621,188661794,314568,333482,3055555,5904184,0.7.17,4.2.6.0,0.15.3,19176310695,PRJEB15289,945023,7793028,PRJEB15289/ERR1749459.unmapped_marked_adapters.bam,Diplotaxodon similis large,Diplotaxodon
370,SAMEA6147773,Copadichromis likomae,Mzebra_UMD2a,ERR3634105,16.70937142,127991815,187112,190916,1942941,2606880,0.7.17,4.2.6.1,0.15.3,10424425136,PRJEB1254,683465,5028170,PRJEB1254/ERR3634105.unmapped_marked_adapters.bam,Copadichromis likomae,Utaka
371,SAMEA4033251,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749405,24.51115919,155424329,176918,203356,1939072,3090052,0.7.17,4.2.6.0,0.15.3,16763318673,PRJEB15289,761363,4687186,PRJEB15289/ERR1749405.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
372,SAMEA1877433,Copadichromis likomae,Mzebra_UMD2a,"ERR266461,,ERR266485,,ERR266493",16.42723228,157288328,249958,138470,3022992,2495255,0.7.17,4.2.6.1,0.15.3,19238474100,PRJEB1254,981963,5375868,PRJEB1254/ERR266461.unmapped_marked_adapters.bam,Mylochromis anaphyrmus,Shallow_Benthic
373,SAMEA2661395,Copadichromis likomae,Mzebra_UMD2a,ERR702233,10.87200089,83278245,92326,77822,2081162,1657900,0.7.17,4.2.6.1,0.15.3,6665168049,PRJEB1254,333521,1704194,PRJEB1254/ERR702233.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
374,SAMEA4032070,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749511,38.4793156,243995878,258594,321826,2715344,4742213,0.7.17,4.2.6.0,0.15.3,23694848076,PRJEB15289,1232942,6746896,PRJEB15289/ERR1749511.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
375,SAMEA2661257,Copadichromis likomae,Mzebra_UMD2a,ERR715508,16.6609947,127621255,100602,96200,2095939,1787363,0.7.17,4.2.6.1,0.15.3,9136613464,PRJEB1254,474443,2323824,PRJEB1254/ERR715508.unmapped_marked_adapters.bam,Cynotilapia axelrodi,Mbuna
376,SAMEA2661403,Copadichromis likomae,Mzebra_UMD2a,ERR702240,6.698534045,51309981,58932,49176,1250787,1054388,0.7.17,4.2.6.1,0.15.3,4410924217,PRJEB1254,368765,1044310,PRJEB1254/ERR702240.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
377,SAMEA4032058,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749491,35.93374034,227854482,342824,365060,3274533,6613595,0.7.17,4.2.6.0,0.15.3,70788863428,PRJEB15289,1255810,9074440,PRJEB15289/ERR1749491.unmapped_marked_adapters.bam,Rhamphochromis longiceps,Rhampochromis
378,SAMEA2661380,Copadichromis likomae,Mzebra_UMD2a,ERR702229,3.92392528,30056805,28972,26854,567113,543387,0.7.17,4.2.6.1,0.15.3,2831110542,PRJEB1254,127538,655600,PRJEB1254/ERR702229.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
